Video ID,Approx Duration (ms),Video Audio Language,Video Category,Channel ID,Video Title (Original),Privacy,Video State,Video Create Timestamp,Video Publish Timestamp
Qh6c_nMwjqw,93000,hi,People,UCobB7hMVJijWXtBjqioUv5g,Love Yourself - Justin Bieber (Acoustic Cover),Private,Processed,2021-01-07T19:48:06+00:00,2021-01-07T19:57:12+00:00





