Video ID,Video Text Create Timestamp,Video Title Text Segments 1,Video Text Update Timestamp
Qh6c_nMwjqw,2021-01-07T19:50:41.780589+00:00,Love Yourself - Justin Bieber (Acoustic Cover),2023-08-10T10:16:30.045474+00:00





