Channel ID,Channel Auto Moderation in Live Chat,Video Default Allowed Comments Type,Video Default Targeted Audience,Video Default Language,Video Default License,Video Default Location Latitude,Video Default Location Longitude
UCobB7hMVJijWXtBjqioUv5g,false,Hold potentially inappropriate comments for review,Not set,hi,Not set,0,0





